ticker,score_5,score_20
BEN,71.97482754282298,27.40092595480675
BEPC,20.010342473956136,30.272622977992796
BFAM,34.9904794336245,40.2593297487213
BFH,47.03773087707532,18.538326333353016
BFLY,62.61132619332689,56.51677371351916
BFS,23.022324137684496,67.13357783126328
BG,18.85250192404569,0.0
BGR,32.54470455316084,54.1905805204612
BGS,84.5530636581069,30.68901113942272
BH,59.931898798033785,58.97527023348614
BHE,58.59123905406324,61.03603891198031
BHLB,63.16334163138879,22.330569578537848
BHVN,47.206204586187035,37.69328339845243
BILL,39.457761055012796,21.977263488683963
BIO,36.01548755284392,6.802761436953562
BJ,56.61346485301391,21.122163494066044
BK,94.28254541311198,34.07739028275848
BKD,41.06081560406829,17.722228567104224
BKE,66.65484097580534,31.868551724169723
BKH,7.706950713576603,30.507772621608087
BKSY,67.65674255604632,11.85321573918903
BKT,0.0,27.30190408319027
BKU,71.47947704812137,35.121067898706805
BKV,63.924984083932635,22.3048471776968
BLD,48.459887246888776,55.93388070186233
BLDR,38.103041460124615,41.2534425701865
BLK,49.86500198276272,31.538655231001464
BLND,32.56727401727236,37.07987150455014
BLW,60.2430604978457,30.956015275393103
BME,45.37614109532336,49.89376198911811
BMI,5.748488324580011,23.107890180644944
BMY,22.780627026693264,65.09785985405023
BNED,0.0,46.13285886288704
BNL,46.45700718989739,63.47023463931193
BOC,24.476215994717325,11.06992213648679
BOH,86.9562797401845,34.25773292824353
BOOT,56.49973582332026,33.66969216528134
BOW,16.62864739677724,40.6783069368737
BOX,0.0,61.91824592390819
BR,37.46299656432373,74.61863655183774
BRBR,0.0,32.17041192766848
BRC,44.537049815929095,33.058774773681726
BRCC,11.921436426871463,16.986981498368415
BRDG,100.0,14.049123154453616
BRO,17.85222288184693,64.43603140167755
BROS,48.336324531820416,47.457515773873894
BRSP,62.057010609468364,15.045526408671597
BRT,24.130156449614137,53.43539866233103
BRX,68.60211057525373,34.05016071937641
BSM,40.898736360332585,58.192155757474126
BST,25.76481685046634,43.31591983237066
BSTZ,54.52082370083037,29.39443331957426
BSX,15.230542076268295,0.0
BTU,47.95555332299871,16.052199201396206
BTX,40.684186766369784,36.448387576429674
BTZ,12.77855055584287,65.23993487994079
BURL,60.047848232530384,26.624670157180912
BV,71.48036289505924,18.360892511409155
BWA,35.5312638907,8.211110059524618
BWNB,76.45202060047953,58.099779895884026
BWSN,68.99013206478682,63.237347457336774
BWXT,30.314925245811253,67.26427874479756
BX,92.74859700814069,18.726472328047567
BXC,46.028936723616994,37.42779136555252
BXMT,67.84121775902,19.930316902414447
BXP,54.01115929674661,87.73440233257288
BY,80.2148810866519,21.167835841797018
BYD,36.313807500787746,13.518387493846497
BYON,36.07319791733281,18.943499085403765
BZH,26.429759653748206,26.10218040767718
C,72.62567179965936,53.98560655284638
CABO,0.0,25.265987463186406
CACI,67.52440055259183,10.244008868114511
CADE,83.93332245414209,31.704641573837137
CAG,15.021693955037264,42.88633787525434
CAH,34.1754858273415,25.923744713029592
CAL,57.14119888150013,7.025131656222413
CALX,59.999930112294756,16.533529416259743
CAPL,53.00721833279141,13.696251778730282
CARR,45.788560813983,19.551931919535633
CARS,47.87048750571859,43.52626767016984
CAT,71.45855735580335,24.825915978042698
CAVA,0.0,23.674297741420794
CBL,86.83096633979196,40.722027521824295
CBRE,58.98150143755015,49.60839763928541
CBT,54.59703959001834,70.21230525466765
CBU,77.90909683941649,36.97225593767576
CBZ,71.15212289953449,48.16127631293037
CC,66.75493048562532,32.44996769560604
CCI,0.0,13.729416649323973
CCK,92.97653826691847,24.0809909214183
CCL,47.0028561941296,33.78862662871863
CCO,66.24505422920028,16.199213187069056
CCS,38.45531586954525,45.921866376025406
CCZ,0.0,0.0
CDE,31.536277740280635,40.74850756641509
CDP,90.71047493518326,54.41733157405916
CDRE,52.67552061027672,37.68685490031643
CE,57.585333912468684,17.04004076498463
CF,27.39341849134822,46.967468970544125
CFG,90.13226944975459,29.675363353067944
CFR,89.10282237004826,21.738528633593987
CHCT,100.0,39.96584550531611
CHD,4.245352461772027,58.21965656584921
CHE,27.980341798040914,32.283657418429286
CHH,71.1490449171623,27.25390004070117
CHPT,24.708426575643937,32.587604574900965
CHWY,24.528682276575672,37.209687610812125
CI,39.33756253944283,39.17813267965367
CIEN,0.0,0.0
CII,31.14068353371753,39.362427335161016
CIM,61.93848421699062,37.831867587668434
CIMN,0.0,49.672532801458736
CION,25.388906701524412,0.0
CIVI,59.97178331199142,31.950318613622905
CL,22.820166371965758,37.28158647082063
CLDT,46.19207975343527,24.808957220484427
CLF,25.51547973207673,41.79337143526654
CLH,60.815991231531456,10.1132391623627
CLW,29.89216867694779,9.344468891010722
CLX,6.130135411763304,16.07034852664655
CMA,79.2965417342754,40.85784780174032
CMC,42.448487561593495,51.070610415451966
CMG,48.252008438389645,43.876209465328884
CMI,64.15727714396758,20.85554932069474
CMP,39.31030019732176,4.6746843635711315
CMS,25.203427788407453,42.64192744023019
CMSA,47.81298005463056,3.8577781604076726
CMSC,29.05381822341957,65.15946963712985
CMSD,31.908339592818447,42.833045152413284
CMTG,50.93570614522653,84.49663899385713
CNA,22.845950277401734,23.52358909611538
CNC,48.67629896484366,25.594877716038717
CNK,33.972630272784464,10.851398117209145
CNM,32.63655574983328,100.0
CNMD,56.156492149567235,19.559828525725266
CNNE,27.356713317553485,75.23798279574197
CNO,81.73348690938711,60.31857418571483
CNP,0.0,27.085948092252252
CNR,46.74419152780085,6.238312607615946
CNS,46.71174820457878,31.042760731729704
CNX,25.53747984400126,9.50866327461206
CODI,50.7431385032536,32.10128465797769
COF,71.14138014478249,33.57893727510533
COHR,35.586444185812276,15.563493951227702
COLD,82.04551451488142,38.422608798909486
COMP,47.32751121768671,33.352114384530466
CON,90.7304838154089,27.80811056086715
COP,36.4280596594087,42.40033254555243
COR,25.655612674825363,40.96095671366713
COTY,54.3677456338851,39.30122318762378
COUR,0.0,29.46781300296009
CPAY,76.74405976332868,26.358564036949268
CPF,78.20069239164272,37.168891932386174
CPK,0.8516230146449586,33.713600726910734
CPNG,48.05182353703075,30.144929562043245
CPS,39.64917671847395,2.332217840279115
CPT,0.0,18.545738383813156
CQP,23.96199736067129,44.34368895190065
CR,66.79704864941797,30.623198432371026
CRBG,80.42094295679219,29.432670828965726
CRC,12.117978507646386,36.53600966749981
CRGY,41.54773973600993,23.105393441352163
CRI,51.78112303412538,27.44816111244507
CRK,62.01678961014336,15.821037135685962
CRL,54.22099877016218,13.743524586360541
CRM,77.14580880217811,14.691965893645312
CRS,39.336660082220135,54.120995789152104
CSL,43.307145144928555,5.9696270456935565
CSR,5.476462782178816,44.7158828097264
CSV,50.61782120471163,67.56758013005066
CTEV,10.910626513380295,51.49820350105026
CTO,57.92246045137437,62.34656986653863
CTRA,53.04285597489636,86.33086713586476
CTRE,50.96078988663998,63.476689786285576
CTS,53.86292718088083,49.41871746461264
CTVA,43.32091753004728,43.22455698431758
CUBB,25.84430209470494,18.404539454080403
CUBE,35.50445488123406,24.6136944748475
CUBI,86.79888364948704,22.852787657515194
CUK,49.1950697809977,35.152491889982976
CURB,27.58470366011074,49.192949432580576
CURV,0.0,0.0
CUZ,75.39936867527726,90.52582084824049
CVI,36.26452985457814,7.96896526442338
CVLG,9.244254065790347,27.393738256003935
CVNA,5.663155362067315,43.31670932740687
CVS,11.146717576014119,77.42754930891242
CVX,59.79816530599719,46.01877523408699
CW,66.44841083796283,43.808376660013245
CWAN,61.59586189008866,66.81281501980922
CWEN,44.503869768622124,22.859199362712296
CWH,39.07228111069475,30.26882207241629
CWT,6.700824187196073,25.6392593743089
CXM,24.361899642982635,45.460234174566224
CXT,60.56197111459056,19.393437863297677
CXW,57.09922358995915,28.883457265174325
CYH,28.454146821843764,0.9039289194893687
D,9.598609756795408,26.959049312114566
DAL,98.59637141315946,39.47844794188886
DAN,97.13710196825066,23.108777144059033
DAR,56.91476202081083,12.343669455947992
DAY,63.097155929555015,56.87256690032451
DBD,52.04332619898905,31.32810246047986
DBRG,16.442319785123534,17.88171334895422
DCI,76.78386393323149,23.726538687284187
DCO,46.7749570610687,55.531175793890924
DD,56.738289038186885,10.67248400945613
DDS,63.54044792162922,23.77664012580884
DDT,3.432956593913983,18.523081246343697
DE,80.58962394380063,14.845172005737322
DEA,79.18409965283878,47.7226409132902
DECK,77.90340053219005,35.01194801335609
DEI,76.29183783190128,39.31159392983774
DELL,55.39219299401661,19.607484707041724
DFH,37.813022989814456,37.50254608227013
DFIN,68.84567702257688,25.709174780914385
DG,30.46611015036983,78.2860932645212
DGX,39.26942107136993,48.120223537187755
DHI,36.63059390222523,50.447025360527675
DHR,67.36935388206217,62.876040253590574
DIN,56.62527172023852,32.456756822575265
DINO,59.9266797769533,17.496380145025963
DIS,43.621502356052474,25.772379367209
DK,35.92617867897797,4.463796825603481
DKL,41.28560353887087,58.09728294642155
DKS,59.69237431016581,35.343897822738185
DLB,52.63870538872883,21.693846991827094
DLR,40.58281973503392,46.84183237131744
DLX,61.07984148647777,52.91127282303261
DLY,0.0,32.2425855577342
DNA,36.01340846407762,31.374799439162906
DNB,8.9051593721426,59.77458391502201
DNOW,63.53369377534237,37.594101336545165
DOC,39.29216683603621,63.84734125973659
DOCN,16.716425905990143,30.90078835489957
DOCS,64.0415381721397,61.40776809484427
DOV,70.54757889148419,18.57532387672455
DOW,56.424392239018175,14.168617381937352
DRH,54.80858914944557,31.51739437346457
DRI,27.63706077427395,56.689816295595186
DSL,0.0,42.48261684361243
DT,67.7903609688151,25.02983940048508
DTB,30.79640150389561,26.951029869053492
DTE,31.71829650285164,13.921727416568352
DTG,14.887884880607718,18.396190331241556
DTM,39.95013918136388,59.958731449879345
DTW,17.944878878029908,48.250018889555506
DUK,4.11477364836201,60.12530907571849
DUKB,17.77402181156592,27.29647656263684
DV,27.737359135429607,40.63764998848988
DVA,61.09207920678009,24.63523933500132
DVN,57.711755066612625,38.525563019648075
DX,61.39916120959621,29.23643327932414
DXC,66.19043829663207,40.45520529752512
DY,55.16056672200272,38.310480192892875
EAI,2.5,10.0
EAT,8.688583019973272,65.94428309060751
EBF,50.6777026644165,24.771848302278297
EBS,64.02796216348634,34.70841804656805
ECAT,17.246270494446367,42.92992817164512
ECC,50.12816918521769,52.05599529707284
ECCC,43.623569199104644,98.66274885143172
ECCF,58.018990801335164,27.365732906715415
ECCV,71.31025852662184,35.170857531160145
ECCW,2.635362778352361,50.57669485621204
ECCX,24.65255932233628,53.241041105104706
ECG,59.208057719819145,40.89759788471993
ECL,42.571895074953964,30.694085930773696
ECVT,41.45509040335766,23.99176163043294
ED,4.162773437884641,39.249912411686154
EE,63.05517474634675,70.43074889751654
EEX,56.019049660090225,25.807278936776093
EFC,66.68966269466539,29.140622889756695
EFT,9.521936529115173,44.49686885289289
EFX,54.855449240831575,24.187998067302026
EGY,55.35741380793422,48.122589030704376
EHAB,64.67272219084563,21.497591031831735
EHC,44.018533187035715,27.306862410345104
EIG,22.188011467982122,0.4205322571210601
EIX,10.543035076350439,5.853296043600761
EL,33.86497888896625,33.2306375311058
ELAN,98.3590508274259,43.04174611878854
ELC,0.9303107993124122,14.249583859654637
ELF,4.273865202599603,67.62071235418232
ELME,67.6210841766097,33.89182456780202
ELS,0.0,0.0
ELV,88.59808417357125,52.67230875226416
EME,54.32133883420187,47.88649005234807
EMN,24.50691902065717,25.709121971315774
EMP,2.5,10.0
EMR,63.14639428527171,28.846263716050554
ENJ,0.0,5.571204098129179
ENO,0.0,5.304042792469401
ENOV,47.11626625655278,13.308407299058683
ENR,44.38938840073096,32.61036642604276
ENS,60.106180583999205,43.8881856599859
ENVA,97.02437001781394,57.841899891464244
EOG,59.43502866688355,49.32836805631774
EPAC,65.86081262629891,30.644473977963948
EPAM,67.13500795977752,18.005819675531143
EPC,48.08871824846541,36.51150985108043
EPD,65.33804545591788,24.076141879772713
EPR,22.783301087904118,46.63780751033545
EPRT,30.224497559200785,71.29948046519642
EQBK,68.05091187418674,28.078607866560507
EQH,85.02719311835561,40.30242981629708
EQR,12.088436998307575,13.797953154708717
EQT,47.328172600838016,34.13856168714321
ES,47.73021478528354,36.129181560621525
ESAB,73.0558154013604,30.90151975380154
ESE,90.2267139786031,23.577622784126746
ESI,72.6839393849704,32.067247919646675
ESRT,76.9042938399051,83.33885520095998
ESS,5.30544801591794,25.682515075260724
ESTC,53.452564203568336,0.0
ET,71.79580839087697,31.455595007690224
ETB,14.301060353622153,46.29754581521263
ETD,43.887477278418,41.425453841428734
ETO,32.951579471323456,31.077099544536225
ETR,27.93822179502464,57.68420322627601
ETV,15.792500821204198,37.08712281168368
ETW,57.886901216522,35.07706689700979
ETWO,0.0,33.1946825369626
EVH,34.82733986196903,30.68443096645355
EVN,15.940075204985863,39.103666356342714
EVR,82.13099322450898,46.838601038301235
EVRI,68.24120501110367,21.592665624119327
EW,0.0,27.2059552146628
EXP,48.48964396628605,11.468799634102126
EXPD,78.8954697206076,33.21723758986544
EXR,20.56790657456586,43.345485432483486
F,58.38488117896568,16.452597000724907
FAF,66.72229767230974,43.61950005286648
FBIN,53.67931416215067,27.565991572663737
FBK,67.19509313330956,34.09365363553107
FBRT,76.04760525530547,36.62660411034348
FCF,68.21943456422602,21.31284453909443
FCN,74.3174814974556,22.247360169697522
FCPT,26.541842252553508,65.19095942806675
FCRX,66.01252321230767,0.0
FCX,34.901993627105696,73.61273763686508
FDX,51.37029598274976,26.840979548786574
FE,12.820188323131884,9.260323592244806
FFWM,71.09704430526793,23.845583869154982
FG,53.23420101344512,67.21623130696979
FGN,50.01582835472937,20.201142867622156
FHI,45.485848921073476,35.57087811786506
FHN,92.39072746844252,25.52157128993414
FI,62.002336091282864,79.29902444116878
FICO,2.04258562249343,37.337514467696074
FIGS,32.88940761432514,42.86463686936094
FINV,48.347379577578586,27.148132517888637
FIS,60.75224736543088,65.1627689065015
FIX,56.67238646316301,47.550176813137455
FL,70.99157267661158,21.654417735330767
FLG,60.28102234143428,7.541539013570683
FLO,38.02585358831262,43.8886988165637
FLR,65.10863408679992,58.31412887327799
FLS,31.353030955064256,2.641500515838933
FMC,51.646799716422436,77.40504106127945
FMN,62.58288678132021,39.41626579349475
FNB,86.4974628058333,19.197252935923956
FND,19.65581611018439,9.525233561625738
FNF,52.56685060400675,40.738119914601064
FOF,1.8250362402436526,47.65476912908916
FOR,33.09017064387246,40.86188608845345
FOUR,0.4285624508521222,38.295398712708604
FPH,41.547807778365524,38.100825438524225
FPI,36.38314518281068,79.43890297778103
FR,51.31293442864104,22.14594140713195
FRA,19.213900622844907,53.54517770991038
FRT,81.00077128024412,40.20874981104718
FSCO,38.293593662740896,33.39312037263806
FSK,70.92841664894165,34.56147103163601
FSLY,28.016017233422602,14.097841323263067
FSS,39.308518541465375,28.12108801251921
FTHY,51.610185352250646,51.93554511495742
FTK,0.0,27.65342153881838
FTS,0.0,46.79918047723564
FTV,60.11309679785675,32.272029240050216
FUBO,7.301719716941236,36.837339644461046
FUL,57.570054862949036,28.790016904529836
FUN,46.80961560248,3.595011748135611
GAB,52.69983090413156,44.52896813534791
GAM,48.305384285936746,41.95990766968288
GAP,39.02559586978042,6.488908539224575
GATX,17.44079908839536,78.66900086338052
GBAB,33.677836380451964,39.80427619087631
GBCI,89.97772176784939,48.917950894969884
GBTG,47.94944280885108,65.51195414407871
GBX,74.58506188892612,40.51844840879608
GCI,73.01692530181631,33.45328004732983
GD,84.00165113900245,26.51419643424454
GDDY,42.28681191308253,14.551577941734017
GDOT,26.84341632832846,30.610984443245464
GDV,62.36045112594682,52.1037922350023
GE,50.77309444592751,49.640484006632086
GEF,81.99935375035312,100.0
GEL,89.4646639124847,20.940357499810652
GEO,47.64010009163015,33.87359495187666
GES,77.70416434534927,17.64055714810598
GETY,1.630955173141708,1.1799894600757135
GEV,10.57905086100949,24.060046396156583
GFF,60.64667478792984,31.560086422650073
GGG,83.67249039436874,19.15676600893527
GHC,14.23085905850242,46.92565449027839
GHLD,38.091750533215944,71.8621189242503
GHM,58.8098321461064,50.547977939736334
GIC,52.26502732224435,23.54543537516755
GIS,49.88589669301696,72.35501495443928
GJS,46.403398316433126,52.32865668478616
GKOS,40.73942971091354,19.01769083640071
GL,42.19265087412756,65.06899118079629
GLOB,63.63711576121367,26.34026601955836
GLP,21.209685507478305,60.19536723856133
GLW,23.173979994795253,34.67025820785
GM,17.214559111085126,11.476376131672119
GME,51.63614074147046,30.790440157246355
GMED,56.434044183312075,46.2276834982693
GMRE,65.78386662233561,41.534822839796064
GMS,46.277741960958465,55.725593414676325
GNE,48.048456246431165,58.327770125545484
GNK,66.75692934003536,31.872686844154266
GNL,43.08401612941842,12.081002691241645
GNRC,54.22684603274932,39.29501187556484
GNTY,66.26237278562411,31.87899294499592
GNW,27.818967960255577,18.923178653739427
GOLF,53.882358452567196,35.674216376616315
GPC,6.043332976810113,20.22517206829813
GPI,40.54872599475642,16.69766349003048
GPK,66.07203265975255,44.13410730990231
GPN,61.59088817236965,32.127840979791
GPOR,26.34866621863986,2.19333464570074
GRBK,41.32343412018623,22.83269655816937
GRC,58.76565724301578,38.28284967333543
GRDN,0.0,16.05233646351933
GRNT,61.462036693523615,28.28492978008671
GS,82.01124395530147,36.94404745822284
GSBD,90.37547824652052,43.25444993201779
GTLS,32.438840035743866,17.208893386105487
GTN,30.319272756439048,13.211964744301747
GTY,46.35107962029018,40.69728104723602
GUT,33.0710580227829,72.04835737323826
GVA,69.8538418622521,38.43276530691775
GWRE,29.10604766568593,100.0
GWW,73.87321793471455,21.249555010288383
GXO,58.43618055521276,22.80230104898069
H,50.12834690613071,21.222285601202756
HAE,41.21712566050698,44.99982261720042
HAL,55.315499834238516,41.139462153404466
HASI,61.865512126123065,13.451979655925438
HAYW,34.81247739188226,32.06884505060371
HBI,68.73362263742338,7.370826229956342
HCA,33.44665239389306,26.190470440880752
HCC,54.92977187506,55.33982383780335
HCI,34.76122945924272,31.400761495486414
HCXY,14.476398491787469,33.53809536852738
HD,0.0,14.832325930726595
HE,24.45418068365783,0.0
HEI,16.87818241062447,65.5295878400984
HES,46.372387565829854,62.47101656341051
HESM,79.09500994166774,58.07303010488467
HGTY,4.057788487579046,41.30844437072997
HGV,71.13951547012316,13.218682426760756
HHH,65.4333300052068,28.24013921699825
HI,54.8849057961916,28.210737571327392
HIG,49.575398172051685,22.950913220034344
HII,47.78969188424222,30.956737538112776
HIMS,41.16787133224848,21.59295846477134
HIPO,66.88864986086517,91.41578002449444
HIW,74.31081352844949,56.631514344495926
HL,24.47902967955656,80.95717739002183
HLI,97.62377043629176,32.495968258750565
HLIO,44.426775594798755,26.562128605677668
HLT,85.59118487341628,16.394666228295947
HLX,39.28294715503912,60.47443543249372
HMN,72.78338494025441,46.11388904334667
HNI,38.9457107233406,25.93858813080379
HOG,51.7756506446071,20.642091679636156
HOMB,66.36268062889947,30.940701908651995
HOUS,80.04386481395578,28.51205566540375
HOV,40.10455809466012,27.46514573155517
HP,35.942010467084245,47.0912495822072
HPE,62.30672729791475,31.204675538937416
HPP,64.102121361081,58.92999094516873
HPQ,48.79143314075159,4.013405531674701
HQH,72.01942738194288,42.98618422441902
HQL,66.27582017335523,73.5342041156741
HR,50.04534869229577,29.22217022830595
HRB,20.134784185028437,56.8112915307524
HRI,49.614870952050744,1.3357410846793698
HRL,3.350818948548671,63.640419705095184
HRTG,39.70105198643119,38.986950257184624
HSY,0.0,48.88064370630484
HTB,86.02584877479612,31.555177844300058
HTFB,0.0,23.38021939950878
HTFC,74.66424831244493,32.531647452718005
HTGC,76.71788341720361,100.0
HTH,56.87275173242132,33.326775059906325
HUBB,66.85378060535234,38.21808599508555
HUBS,62.733627321291124,11.085681176546533
HUM,17.670324474563408,55.997023883405575
HUN,46.50039051478475,24.59308583737436
HUYA,48.057102332252775,83.75315846153778
HVT,35.1655445021752,19.796214824875072
HWM,40.269534861200626,39.16674227524301
HXL,35.372384715744296,58.45204351998756
HY,52.906736737716614,28.76938338657005
HZO,64.77662536701335,40.796090436393236
IBM,44.09269583253158,33.92736118844679
IBP,24.65378225387571,57.08068809426528
IBTA,43.220745209077016,8.530685866454359
ICE,13.563505935525528,19.158078005277375
IDA,20.941278204994514,57.17902119908045
IDT,92.62331439174545,51.58172828505245
IEX,76.36111297930837,22.647467487377057
IFF,47.853635661748726,50.36962785150742
IGT,34.709665645632136,0.0
IIIN,64.03148225652022,32.779029344349816
IIM,23.54028119046879,19.080425760679585
IIPR,53.901560900135294,10.74716730695673
INFA,0.0,42.0270888625335
INGM,73.92538813673734,34.07725340751355
INGR,41.47824861030992,15.613774555531096
INN,39.799412956962314,16.008887338049544
INSP,35.50912106243982,10.871715565791769
INSW,29.902010766749413,19.645742825404675
INVH,23.647041852995798,29.153336645058737
INVX,34.65170322473158,70.83650062297458
IONQ,36.846072845211026,8.917367982151678
IOT,0.0,0.7275450194601003
IP,49.20477512228819,18.4270009531673
IPG,31.866313959994592,2.98674447036057
IPI,25.088621976411844,10.44825251892328
IQI,0.0,27.002753035517802
IQV,58.82762862672761,60.29895155733865
IR,77.4053070777853,17.10547021891658
IRM,41.233730762870174,24.885878524708815
IRT,0.0,19.597083366997545
IT,17.473245533894826,2.947994793436126
ITGR,58.87323963066052,49.03406130414309
ITT,78.6081179622563,23.477328149290518
ITW,62.59236718876474,23.065250212715817
IVR,56.231807395936364,24.556037935055734
IVT,60.16721179195754,41.72866095453336
